name,time,application,num_replicas,batch_size
ncf-3216,586864.0,ncf,1,32768
cifar10-3217,586868.0,cifar10,12,4096
ncf-3218,586874.0,ncf,1,32768
ncf-3219,586879.0,ncf,1,32768
cifar10-3220,586884.0,cifar10,16,4096
cifar10-3221,586889.0,cifar10,16,4096
ncf-3222,586895.0,ncf,1,32768
ncf-3223,586896.0,ncf,1,32768
ncf-3224,586900.0,ncf,1,32768
ncf-3225,587496.0,ncf,1,32768
imagenet-3226,587809.0,imagenet,32,6400
ncf-3227,588096.0,ncf,1,32768
imagenet-3228,588518.0,imagenet,32,6400
cifar10-3229,588696.0,cifar10,12,4096
ncf-3230,588892.0,ncf,1,32768
ncf-3231,589296.0,ncf,1,32768
ncf-3232,589897.0,ncf,1,32768
ncf-3233,590519.0,ncf,1,32768
ncf-3234,590528.0,ncf,1,32768
cifar10-3235,590551.0,cifar10,8,2048
cifar10-3236,590561.0,cifar10,16,4096
deepspeech2-3237,590571.0,deepspeech2,12,640
ncf-3238,590583.0,ncf,1,32768
cifar10-3239,590592.0,cifar10,12,4096
cifar10-3240,590600.0,cifar10,16,4096
ncf-3241,590611.0,ncf,1,32768
cifar10-3242,590613.0,cifar10,6,2048
ncf-3243,590645.0,ncf,1,32768
cifar10-3244,590649.0,cifar10,8,2048
cifar10-3245,590668.0,cifar10,8,2048
cifar10-3246,590675.0,cifar10,16,4096
ncf-3247,590693.0,ncf,1,32768
ncf-3248,590701.0,ncf,1,32768
cifar10-3249,590705.0,cifar10,8,2048
ncf-3250,590712.0,ncf,1,32768
ncf-3251,590720.0,ncf,1,32768
ncf-3252,590732.0,ncf,1,32768
ncf-3253,590746.0,ncf,1,32768
cifar10-3254,590764.0,cifar10,6,2048
ncf-3255,590767.0,ncf,1,32768
ncf-3256,590767.0,ncf,1,32768
cifar10-3257,590807.0,cifar10,16,4096
cifar10-3258,590818.0,cifar10,8,2048
ncf-3259,590822.0,ncf,1,32768
cifar10-3260,590842.0,cifar10,12,4096
ncf-3261,590851.0,ncf,1,32768
ncf-3262,590856.0,ncf,1,32768
ncf-3263,590876.0,ncf,1,32768
cifar10-3264,590876.0,cifar10,8,2048
cifar10-3265,590903.0,cifar10,6,2048
cifar10-3266,590913.0,cifar10,8,2048
ncf-3267,590935.0,ncf,1,32768
cifar10-3268,590935.0,cifar10,16,4096
cifar10-3269,590965.0,cifar10,12,4096
cifar10-3270,590969.0,cifar10,6,2048
cifar10-3271,590989.0,cifar10,12,4096
ncf-3272,590993.0,ncf,1,32768
ncf-3273,591001.0,ncf,1,32768
cifar10-3274,591023.0,cifar10,8,2048
ncf-3275,591024.0,ncf,1,32768
deepspeech2-3276,591038.0,deepspeech2,8,320
bert-3277,591058.0,bert,8,384
bert-3278,591064.0,bert,8,384
ncf-3279,591078.0,ncf,1,32768
cifar10-3280,591104.0,cifar10,8,2048
cifar10-3281,591123.0,cifar10,12,4096
cifar10-3282,591131.0,cifar10,6,2048
cifar10-3283,591139.0,cifar10,12,4096
ncf-3284,591156.0,ncf,1,32768
ncf-3285,591167.0,ncf,1,32768
ncf-3286,591184.0,ncf,1,32768
cifar10-3287,591185.0,cifar10,12,4096
bert-3288,591198.0,bert,12,384
cifar10-3289,591200.0,cifar10,8,2048
cifar10-3290,591212.0,cifar10,12,4096
bert-3291,591216.0,bert,16,384
ncf-3292,591220.0,ncf,1,32768
ncf-3293,591235.0,ncf,1,32768
ncf-3294,591258.0,ncf,1,32768
cifar10-3295,591268.0,cifar10,16,4096
ncf-3296,591269.0,ncf,1,32768
bert-3297,591292.0,bert,16,384
bert-3298,591306.0,bert,16,384
ncf-3299,591311.0,ncf,1,32768
ncf-3300,591314.0,ncf,1,32768
bert-3301,591326.0,bert,12,384
deepspeech2-3302,591347.0,deepspeech2,6,320
ncf-3303,591362.0,ncf,1,32768
ncf-3304,591377.0,ncf,1,32768
ncf-3305,591386.0,ncf,1,32768
cifar10-3306,591389.0,cifar10,16,4096
cifar10-3307,591399.0,cifar10,6,2048
ncf-3308,591404.0,ncf,1,32768
cifar10-3309,591408.0,cifar10,6,2048
ncf-3310,591411.0,ncf,1,32768
ncf-3311,591414.0,ncf,1,32768
cifar10-3312,591426.0,cifar10,8,2048
cifar10-3313,591458.0,cifar10,12,4096
cifar10-3314,591460.0,cifar10,8,2048
ncf-3315,591487.0,ncf,1,32768
cifar10-3316,591490.0,cifar10,6,2048
ncf-3317,591491.0,ncf,1,32768
ncf-3318,591519.0,ncf,1,32768
cifar10-3319,591569.0,cifar10,8,2048
cifar10-3320,591594.0,cifar10,8,2048
ncf-3321,591604.0,ncf,1,32768
cifar10-3322,591696.0,cifar10,6,2048
ncf-3323,591710.0,ncf,1,32768
cifar10-3324,591754.0,cifar10,12,4096
ncf-3325,591758.0,ncf,1,32768
ncf-3326,592295.0,ncf,1,32768
cifar10-3327,592896.0,cifar10,8,2048
yolov3-3328,593143.0,yolov3,4,64
cifar10-3329,593496.0,cifar10,12,4096
ncf-3330,594095.0,ncf,1,32768
ncf-3331,594151.0,ncf,1,32768
cifar10-3332,594242.0,cifar10,8,2048
ncf-3333,594403.0,ncf,1,32768
ncf-3334,594696.0,ncf,1,32768
yolov3-3335,595134.0,yolov3,4,64
ncf-3336,595296.0,ncf,1,32768
cifar10-3337,595895.0,cifar10,12,4096
ncf-3338,596495.0,ncf,1,32768
bert-3339,597037.0,bert,6,384
cifar10-3340,597696.0,cifar10,8,2048
ncf-3341,598499.0,ncf,1,32768
ncf-3342,598895.0,ncf,1,32768
ncf-3343,599495.0,ncf,1,32768
cifar10-3344,599798.0,cifar10,12,4096
imagenet-3345,599930.0,imagenet,24,3200
cifar10-3346,600095.0,cifar10,8,2048
ncf-3347,600695.0,ncf,1,32768
yolov3-3348,601025.0,yolov3,4,64
cifar10-3349,601295.0,cifar10,6,2048
yolov3-3350,601737.0,yolov3,4,64
cifar10-3351,602245.0,cifar10,12,4096
ncf-3352,602496.0,ncf,1,32768
bert-3353,602947.0,bert,6,384
deepspeech2-3354,602956.0,deepspeech2,6,320
ncf-3355,603095.0,ncf,1,32768
ncf-3356,603318.0,ncf,1,32768
ncf-3357,603695.0,ncf,1,32768
ncf-3358,604216.0,ncf,1,32768
cifar10-3359,604295.0,cifar10,6,2048
